author_num,filename,date
3788,Class-Root-0.02.tar.gz,1191198834
1970,HTML-ParagraphSplit-1.05.tar.gz,1191199226
2150,Gungho-0.08008.tar.gz,1191206640
2688,Games-Perlwar-0.03.tar.gz,1191210581
3729,Acme-LOLCAT-0.0.2.tar.gz,1191215201
2842,Genezzo-Contrib-Clustered-0.34.tar.gz,1191223898
1205,DBIx-Perlish-0.28.tar.gz,1191224598
3355,Hash-Slice-0.01.tar.gz,1191229294
3355,Color-Library-0.02.tar.gz,1191232856
3036,KeyedMutex-0.02.tar.gz,1191234834
3789,WSO2-WSF-Perl-1.0.0.tar.gz,1191241794
3523,Atompub-0.2.0.tar.gz,1191243017
2150,Gungho-0.08009.tar.gz,1191249826
554,DateTime-TimeZone-0.68.tar.gz,1191250371
2128,DBM-Deep-1.0005.tar.gz,1191251976
159,Config-Model-Xorg-0.503.tar.gz,1191253050
1356,Net-Flickr-Backup-2.99.tar.gz,1191253139
159,Config-Model-0.613.tar.gz,1191253976
919,TinyAuth-0.96.tar.gz,1191254595
1413,Class-Plugin-Util-0.008.tar.gz,1191254682
1413,Class-Dot-1.0.5.tar.gz,1191254689
930,Devel-CheckOS-0.91.tar.gz,1191257498
3783,Parse-Marpa-v0.1_3.tar.gz,1191259627
3702,Apache-AppSamurai-1.00.tar.gz,1191266813
1077,Kvasir-0.05.tar.gz,1191267130
1077,Kvasir-Loader-XML-0.01.tar.gz,1191267218
3783,Parse-Marpa-v0.1_4.tar.gz,1191269195
219,weblint++-1.15.tar.gz,1191270870
1306,Net-Proxy-0.10.tar.gz,1191271262
2229,Data-Float-0.006.tar.gz,1191272636
1970,Data-Remember-0.01.tar.gz,1191273405
219,scriptdist-0.15.tar.gz,1191273496
930,Devel-CheckOS-0.92.tar.gz,1191274415
3106,WebService-Google-Reader-0.01_2.tar.gz,1191280018
3783,Parse-Marpa-v0.1_5.tar.gz,1191287582
3684,UWO-Student-0.02.tar.gz,1191291524
1970,POE-Declarative-0.001.tar.gz,1191293652
2128,DBM-Deep-1.0006.tar.gz,1191294799
3101,Geo-GoogleEarth-Document-0.07.tar.gz,1191295493
2152,Cache-FastMmap-1.20.tar.gz,1191297321
3782,Authen-SASL-Authd-0.02.tar.gz,1191298317
3024,WWW-Mixi-Scraper-0.07.tar.gz,1191303163
3783,Parse-Marpa-v0.1_6.tar.gz,1191309368
3110,Net-OAuth-0.02.tar.gz,1191310668
219,Netscape-Bookmarks-2.2_02.tar.gz,1191312804
219,Business-ISBN-2.03.tar.gz,1191313121
3790,HTML-TurboForm-0.01.tar.gz,1191313208
3791,Data-Ovulation-0.01.tar.gz,1191315178
3523,Catalyst-Controller-Atompub-0.1.8.tar.gz,1191317381
3703,DateTime-Format-Flexible-0.02.tar.gz,1191318151
3789,WSO2-WSF-Perl-v1.0.0.tar.gz,1191320656
947,Net-Citadel-0.01.tar.gz,1191322482
3790,HTML-TurboForm-0.02.tar.gz,1191327178
3323,Apache-Session-1.84.tar.gz,1191329608
2573,WWW-Velib-0.01.tar.gz,1191329850
562,Eludia-07.10.02.tar.gz,1191334848
2144,Email-MIME-Attachment-Stripper-1.314.tar.gz,1191336452
930,Devel-CheckOS-1.0.tar.gz,1191340996
1413,Class-Plugin-Util-0.009.tar.gz,1191342069
1006,Win32-GuiTest-1.51.tar.gz,1191347294
3780,Sendmail_M4.0.27.tar.gz,1191347536
930,File-Find-Rule-Permissions-1.3.tar.gz,1191347852
1918,Catalyst-Model-DBIDM-0.02.tar.gz,1191348546
2144,HTML-Widget-Factory-0.061.tar.gz,1191351054
3436,Net-TacacsPlus-1.06.tar.gz,1191352428
3078,Catalyst-Plugin-CRUD-0.21.tar.gz,1191353425
3123,Alien-IE7-0.9.2.tar.gz,1191354201
3123,Alien-Lightbox-2.03.3.2.tar.gz,1191354212
3123,Alien-Prototype-1.5.0.1.tar.gz,1191354223
3123,Alien-Prototype-1.5.1.1.tar.gz,1191354235
3123,Alien-Prototype-1.5.1.2.tar.gz,1191354246
3123,Alien-Prototype-1.6.0.1_0.tar.gz,1191354333
